hour,value
2025-06-24 00:00:00,51.42833333333333
2025-06-24 01:00:00,56.13333333333333
2025-06-24 02:00:00,46.63
2025-06-24 03:00:00,53.06333333333334
2025-06-24 04:00:00,44.95166666666667
2025-06-24 05:00:00,51.943333333333335
2025-06-24 06:00:00,55.125
2025-06-24 07:00:00,51.501666666666665
2025-06-24 08:00:00,58.92166666666667
2025-06-24 09:00:00,49.776666666666664
2025-06-24 10:00:00,52.28
2025-06-24 11:00:00,52.52333333333333
2025-06-24 12:00:00,58.67666666666666
2025-06-24 13:00:00,38.76166666666666
2025-06-24 14:00:00,45.080000000000005
2025-06-24 15:00:00,50.88333333333333
2025-06-24 16:00:00,50.294999999999995
2025-06-24 17:00:00,45.230000000000004
2025-06-24 18:00:00,53.31666666666667
2025-06-24 19:00:00,51.265
2025-06-24 20:00:00,52.40833333333333
2025-06-24 21:00:00,52.730000000000004
2025-06-24 22:00:00,48.955000000000005
2025-06-24 23:00:00,52.52833333333333
