hour,value
2025-06-25 00:00:00,46.26166666666666
2025-06-25 01:00:00,49.016666666666666
2025-06-25 02:00:00,44.71
2025-06-25 03:00:00,49.45666666666667
2025-06-25 04:00:00,55.2
2025-06-25 05:00:00,50.17666666666666
2025-06-25 06:00:00,48.248333333333335
2025-06-25 07:00:00,49.751666666666665
2025-06-25 08:00:00,52.495
2025-06-25 09:00:00,58.211666666666666
2025-06-25 10:00:00,48.055
2025-06-25 11:00:00,56.12166666666667
2025-06-25 12:00:00,47.93
2025-06-25 13:00:00,49.125
2025-06-25 14:00:00,53.77833333333333
2025-06-25 15:00:00,57.05833333333333
2025-06-25 16:00:00,48.901666666666664
2025-06-25 17:00:00,54.873333333333335
2025-06-25 18:00:00,50.58833333333334
2025-06-25 19:00:00,48.385
2025-06-25 20:00:00,57.45
2025-06-25 21:00:00,50.47
2025-06-25 22:00:00,47.60333333333333
2025-06-25 23:00:00,49.184999999999995
