hour,value
2025-06-08 00:00:00,44.394999999999996
2025-06-08 01:00:00,49.848333333333336
2025-06-08 02:00:00,48.72833333333333
2025-06-08 03:00:00,53.12833333333333
2025-06-08 04:00:00,43.230000000000004
2025-06-08 05:00:00,54.663333333333334
2025-06-08 06:00:00,49.24333333333333
2025-06-08 07:00:00,45.413333333333334
2025-06-08 08:00:00,46.48833333333334
2025-06-08 09:00:00,58.02166666666666
2025-06-08 10:00:00,49.45
2025-06-08 11:00:00,53.413333333333334
2025-06-08 12:00:00,46.56166666666666
2025-06-08 13:00:00,51.01166666666666
2025-06-08 14:00:00,50.06166666666666
2025-06-08 15:00:00,46.06333333333334
2025-06-08 16:00:00,53.690000000000005
2025-06-08 17:00:00,47.81166666666666
2025-06-08 18:00:00,47.82166666666667
2025-06-08 19:00:00,55.50333333333333
2025-06-08 20:00:00,57.08166666666667
2025-06-08 21:00:00,47.32833333333333
2025-06-08 22:00:00,50.08833333333334
2025-06-08 23:00:00,46.71333333333334
