hour,value
2025-06-04 00:00:00,47.818333333333335
2025-06-04 01:00:00,46.605000000000004
2025-06-04 02:00:00,48.031666666666666
2025-06-04 03:00:00,48.77333333333333
2025-06-04 04:00:00,53.8
2025-06-04 05:00:00,53.37166666666667
2025-06-04 06:00:00,44.001666666666665
2025-06-04 07:00:00,48.075
2025-06-04 08:00:00,44.75666666666667
2025-06-04 09:00:00,53.373333333333335
2025-06-04 10:00:00,48.825
2025-06-04 11:00:00,51.72166666666667
2025-06-04 12:00:00,55.52166666666667
2025-06-04 13:00:00,52.89
2025-06-04 14:00:00,53.894999999999996
2025-06-04 15:00:00,47.13
2025-06-04 16:00:00,50.915
2025-06-04 17:00:00,50.809999999999995
2025-06-04 18:00:00,48.14333333333333
2025-06-04 19:00:00,54.08833333333334
2025-06-04 20:00:00,52.91166666666666
2025-06-04 21:00:00,49.255
2025-06-04 22:00:00,51.7
2025-06-04 23:00:00,45.64
