hour,value
2025-06-29 00:00:00,49.12833333333333
2025-06-29 01:00:00,46.894999999999996
2025-06-29 02:00:00,48.70166666666667
2025-06-29 03:00:00,47.559999999999995
2025-06-29 04:00:00,44.995
2025-06-29 05:00:00,53.74166666666667
2025-06-29 06:00:00,49.18833333333334
2025-06-29 07:00:00,43.325
2025-06-29 08:00:00,50.005
2025-06-29 09:00:00,47.92333333333333
2025-06-29 10:00:00,44.005
2025-06-29 11:00:00,45.965
2025-06-29 12:00:00,53.09666666666667
2025-06-29 13:00:00,47.681666666666665
2025-06-29 14:00:00,44.165
2025-06-29 15:00:00,46.45
2025-06-29 16:00:00,45.294999999999995
2025-06-29 17:00:00,46.72666666666667
2025-06-29 18:00:00,56.30333333333333
2025-06-29 19:00:00,48.76
2025-06-29 20:00:00,52.61666666666667
2025-06-29 21:00:00,49.02166666666667
2025-06-29 22:00:00,46.934999999999995
2025-06-29 23:00:00,55.76166666666666
