hour,value
2025-06-05 00:00:00,45.693333333333335
2025-06-05 01:00:00,50.735
2025-06-05 02:00:00,48.42666666666666
2025-06-05 03:00:00,43.79333333333333
2025-06-05 04:00:00,52.141666666666666
2025-06-05 05:00:00,48.45166666666667
2025-06-05 06:00:00,45.39333333333333
2025-06-05 07:00:00,50.24166666666667
2025-06-05 08:00:00,53.901666666666664
2025-06-05 09:00:00,48.126666666666665
2025-06-05 10:00:00,48.583333333333336
2025-06-05 11:00:00,51.781666666666666
2025-06-05 12:00:00,51.54333333333333
2025-06-05 13:00:00,44.15
2025-06-05 14:00:00,50.88166666666667
2025-06-05 15:00:00,52.29666666666667
2025-06-05 16:00:00,44.50666666666667
2025-06-05 17:00:00,45.79
2025-06-05 18:00:00,53.973333333333336
2025-06-05 19:00:00,49.788333333333334
2025-06-05 20:00:00,56.76833333333333
2025-06-05 21:00:00,47.485
2025-06-05 22:00:00,48.49166666666667
2025-06-05 23:00:00,49.635
