hour,value
2025-06-06 00:00:00,49.86833333333333
2025-06-06 01:00:00,55.655
2025-06-06 02:00:00,44.901666666666664
2025-06-06 03:00:00,49.3
2025-06-06 04:00:00,50.95666666666667
2025-06-06 05:00:00,48.715
2025-06-06 06:00:00,53.01
2025-06-06 07:00:00,55.04
2025-06-06 08:00:00,50.223333333333336
2025-06-06 09:00:00,48.27833333333333
2025-06-06 10:00:00,51.25
2025-06-06 11:00:00,47.64666666666667
2025-06-06 12:00:00,50.775
2025-06-06 13:00:00,51.64333333333333
2025-06-06 14:00:00,49.54
2025-06-06 15:00:00,43.69666666666667
2025-06-06 16:00:00,51.86
2025-06-06 17:00:00,47.916666666666664
2025-06-06 18:00:00,43.74333333333333
2025-06-06 19:00:00,56.373333333333335
2025-06-06 20:00:00,50.3
2025-06-06 21:00:00,52.85666666666667
2025-06-06 22:00:00,54.46
2025-06-06 23:00:00,42.434999999999995
