hour,value
2025-06-21 00:00:00,54.125
2025-06-21 01:00:00,57.913333333333334
2025-06-21 02:00:00,53.90333333333333
2025-06-21 03:00:00,42.805
2025-06-21 04:00:00,55.07333333333334
2025-06-21 05:00:00,62.998333333333335
2025-06-21 06:00:00,47.531666666666666
2025-06-21 07:00:00,51.903333333333336
2025-06-21 08:00:00,51.09666666666667
2025-06-21 09:00:00,53.56333333333334
2025-06-21 10:00:00,49.638333333333335
2025-06-21 11:00:00,49.723333333333336
2025-06-21 12:00:00,49.79666666666667
2025-06-21 13:00:00,55.74
2025-06-21 14:00:00,48.61666666666667
2025-06-21 15:00:00,48.18
2025-06-21 16:00:00,55.74666666666667
2025-06-21 17:00:00,48.825
2025-06-21 18:00:00,45.275
2025-06-21 19:00:00,53.156666666666666
2025-06-21 20:00:00,45.83166666666667
2025-06-21 21:00:00,52.276666666666664
2025-06-21 22:00:00,52.531666666666666
2025-06-21 23:00:00,43.45333333333333
