hour,value
2025-06-18 00:00:00,47.815000000000005
2025-06-18 01:00:00,54.225
2025-06-18 02:00:00,44.97
2025-06-18 03:00:00,49.87166666666666
2025-06-18 04:00:00,50.29
2025-06-18 05:00:00,48.05166666666666
2025-06-18 06:00:00,56.233333333333334
2025-06-18 07:00:00,58.72833333333333
2025-06-18 08:00:00,56.24
2025-06-18 09:00:00,60.34
2025-06-18 10:00:00,52.82
2025-06-18 11:00:00,45.225
2025-06-18 12:00:00,52.248333333333335
2025-06-18 13:00:00,48.11333333333334
2025-06-18 14:00:00,49.515
2025-06-18 15:00:00,44.983333333333334
2025-06-18 16:00:00,47.181666666666665
2025-06-18 17:00:00,50.934999999999995
2025-06-18 18:00:00,50.348333333333336
2025-06-18 19:00:00,47.711666666666666
2025-06-18 20:00:00,54.026666666666664
2025-06-18 21:00:00,55.77166666666667
2025-06-18 22:00:00,50.026666666666664
2025-06-18 23:00:00,48.285
