hour,value
2025-06-13 00:00:00,52.55
2025-06-13 01:00:00,49.513333333333335
2025-06-13 02:00:00,52.333333333333336
2025-06-13 03:00:00,43.98166666666667
2025-06-13 04:00:00,55.585
2025-06-13 05:00:00,54.22166666666667
2025-06-13 06:00:00,43.498333333333335
2025-06-13 07:00:00,43.84666666666667
2025-06-13 08:00:00,46.87
2025-06-13 09:00:00,55.93333333333333
2025-06-13 10:00:00,48.348333333333336
2025-06-13 11:00:00,47.34166666666667
2025-06-13 12:00:00,49.67166666666667
2025-06-13 13:00:00,48.70166666666667
2025-06-13 14:00:00,51.651666666666664
2025-06-13 15:00:00,46.111666666666665
2025-06-13 16:00:00,55.31166666666666
2025-06-13 17:00:00,47.038333333333334
2025-06-13 18:00:00,54.88666666666666
2025-06-13 19:00:00,51.09
2025-06-13 20:00:00,49.973333333333336
2025-06-13 21:00:00,42.715
2025-06-13 22:00:00,45.38666666666666
2025-06-13 23:00:00,43.48
