hour,value
2025-06-20 00:00:00,47.72
2025-06-20 01:00:00,50.67166666666667
2025-06-20 02:00:00,51.690000000000005
2025-06-20 03:00:00,48.23166666666667
2025-06-20 04:00:00,51.035
2025-06-20 05:00:00,47.37166666666667
2025-06-20 06:00:00,44.27833333333333
2025-06-20 07:00:00,48.78333333333333
2025-06-20 08:00:00,54.98166666666667
2025-06-20 09:00:00,53.04
2025-06-20 10:00:00,57.35166666666667
2025-06-20 11:00:00,49.745
2025-06-20 12:00:00,50.05833333333333
2025-06-20 13:00:00,45.723333333333336
2025-06-20 14:00:00,51.25333333333333
2025-06-20 15:00:00,48.2
2025-06-20 16:00:00,48.99
2025-06-20 17:00:00,50.56333333333334
2025-06-20 18:00:00,55.51166666666666
2025-06-20 19:00:00,45.809999999999995
2025-06-20 20:00:00,48.041666666666664
2025-06-20 21:00:00,43.269999999999996
2025-06-20 22:00:00,48.440000000000005
2025-06-20 23:00:00,45.22
