hour,value
2025-06-12 00:00:00,40.16833333333333
2025-06-12 01:00:00,59.585
2025-06-12 02:00:00,50.09166666666667
2025-06-12 03:00:00,47.580000000000005
2025-06-12 04:00:00,43.598333333333336
2025-06-12 05:00:00,54.47833333333333
2025-06-12 06:00:00,46.42166666666667
2025-06-12 07:00:00,48.766666666666666
2025-06-12 08:00:00,52.516666666666666
2025-06-12 09:00:00,53.82833333333333
2025-06-12 10:00:00,50.36833333333333
2025-06-12 11:00:00,48.72
2025-06-12 12:00:00,50.80833333333333
2025-06-12 13:00:00,51.965
2025-06-12 14:00:00,41.92833333333333
2025-06-12 15:00:00,53.44833333333334
2025-06-12 16:00:00,48.99166666666667
2025-06-12 17:00:00,53.419999999999995
2025-06-12 18:00:00,44.15333333333333
2025-06-12 19:00:00,52.818333333333335
2025-06-12 20:00:00,42.833333333333336
2025-06-12 21:00:00,48.905
2025-06-12 22:00:00,53.62833333333334
2025-06-12 23:00:00,51.91166666666666
