hour,value
2025-06-09 00:00:00,46.02166666666667
2025-06-09 01:00:00,51.861666666666665
2025-06-09 02:00:00,43.265
2025-06-09 03:00:00,50.905
2025-06-09 04:00:00,47.480000000000004
2025-06-09 05:00:00,44.99333333333333
2025-06-09 06:00:00,47.665
2025-06-09 07:00:00,42.17666666666666
2025-06-09 08:00:00,46.925
2025-06-09 09:00:00,60.48166666666667
2025-06-09 10:00:00,60.17333333333333
2025-06-09 11:00:00,53.135
2025-06-09 12:00:00,47.16833333333333
2025-06-09 13:00:00,48.294999999999995
2025-06-09 14:00:00,57.085
2025-06-09 15:00:00,54.830000000000005
2025-06-09 16:00:00,51.333333333333336
2025-06-09 17:00:00,63.513333333333335
2025-06-09 18:00:00,47.025
2025-06-09 19:00:00,51.156666666666666
2025-06-09 20:00:00,52.90333333333333
2025-06-09 21:00:00,49.43333333333333
2025-06-09 22:00:00,48.15
2025-06-09 23:00:00,43.26
