hour,value
2025-06-03 00:00:00,52.04
2025-06-03 01:00:00,54.336666666666666
2025-06-03 02:00:00,49.23166666666667
2025-06-03 03:00:00,55.77166666666667
2025-06-03 04:00:00,46.615
2025-06-03 05:00:00,43.96333333333334
2025-06-03 06:00:00,50.25666666666667
2025-06-03 07:00:00,54.74333333333333
2025-06-03 08:00:00,47.37
2025-06-03 09:00:00,48.38166666666667
2025-06-03 10:00:00,48.21333333333334
2025-06-03 11:00:00,50.04333333333333
2025-06-03 12:00:00,51.235
2025-06-03 13:00:00,48.358333333333334
2025-06-03 14:00:00,45.958333333333336
2025-06-03 15:00:00,52.92166666666667
2025-06-03 16:00:00,50.74
2025-06-03 17:00:00,45.019999999999996
2025-06-03 18:00:00,49.580000000000005
2025-06-03 19:00:00,51.45166666666667
2025-06-03 20:00:00,52.723333333333336
2025-06-03 21:00:00,47.32333333333334
2025-06-03 22:00:00,51.945
2025-06-03 23:00:00,49.943333333333335
