hour,value
2025-06-10 00:00:00,50.87166666666667
2025-06-10 01:00:00,45.53
2025-06-10 02:00:00,61.958333333333336
2025-06-10 03:00:00,43.665
2025-06-10 04:00:00,52.60333333333333
2025-06-10 05:00:00,52.21333333333334
2025-06-10 06:00:00,52.830000000000005
2025-06-10 07:00:00,56.19166666666667
2025-06-10 08:00:00,56.55833333333333
2025-06-10 09:00:00,49.568333333333335
2025-06-10 10:00:00,51.69166666666667
2025-06-10 11:00:00,50.43333333333333
2025-06-10 12:00:00,50.55
2025-06-10 13:00:00,48.38666666666666
2025-06-10 14:00:00,45.60166666666667
2025-06-10 15:00:00,48.155
2025-06-10 16:00:00,46.76
2025-06-10 17:00:00,43.406666666666666
2025-06-10 18:00:00,49.72666666666667
2025-06-10 19:00:00,45.391666666666666
2025-06-10 20:00:00,47.498333333333335
2025-06-10 21:00:00,49.35
2025-06-10 22:00:00,55.37
2025-06-10 23:00:00,47.06333333333334
