hour,value
2025-06-11 00:00:00,50.535
2025-06-11 01:00:00,54.17833333333333
2025-06-11 02:00:00,56.04833333333333
2025-06-11 03:00:00,55.71333333333334
2025-06-11 04:00:00,47.51166666666666
2025-06-11 05:00:00,52.265
2025-06-11 06:00:00,50.66
2025-06-11 07:00:00,54.156666666666666
2025-06-11 08:00:00,49.906666666666666
2025-06-11 09:00:00,47.755
2025-06-11 10:00:00,52.638333333333335
2025-06-11 11:00:00,50.88333333333333
2025-06-11 12:00:00,49.193333333333335
2025-06-11 13:00:00,53.17666666666666
2025-06-11 14:00:00,46.835
2025-06-11 15:00:00,50.943333333333335
2025-06-11 16:00:00,45.74166666666667
2025-06-11 17:00:00,54.82166666666667
2025-06-11 18:00:00,49.56333333333334
2025-06-11 19:00:00,52.88666666666666
2025-06-11 20:00:00,49.73166666666667
2025-06-11 21:00:00,50.608333333333334
2025-06-11 22:00:00,48.526666666666664
2025-06-11 23:00:00,48.74666666666667
