hour,value
2025-06-07 00:00:00,46.89333333333333
2025-06-07 01:00:00,51.47
2025-06-07 02:00:00,49.84
2025-06-07 03:00:00,47.38666666666666
2025-06-07 04:00:00,52.49
2025-06-07 05:00:00,51.77333333333333
2025-06-07 06:00:00,47.513333333333335
2025-06-07 07:00:00,48.61666666666667
2025-06-07 08:00:00,50.135
2025-06-07 09:00:00,48.06333333333334
2025-06-07 10:00:00,50.84
2025-06-07 11:00:00,44.18
2025-06-07 12:00:00,50.63666666666666
2025-06-07 13:00:00,53.52833333333333
2025-06-07 14:00:00,49.269999999999996
2025-06-07 15:00:00,46.705000000000005
2025-06-07 16:00:00,53.105000000000004
2025-06-07 17:00:00,47.64
2025-06-07 18:00:00,54.35333333333333
2025-06-07 19:00:00,47.413333333333334
2025-06-07 20:00:00,50.22
2025-06-07 21:00:00,56.416666666666664
2025-06-07 22:00:00,42.415
2025-06-07 23:00:00,49.95166666666667
